,Medicine Name,Uses,Side_effects
988,Solvin Cold AF Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
989,Sudin Cold Tablet,Common cold,Nausea Vomiting Insomnia difficulty in sleeping Dizziness Impaired coordination Headache Sedation Inability to concentrate Irritability Tremors Diarrhea Dryness in mouth Fatigue Blurred vision
990,Sreyas Tablet,Common cold,Nausea Allergic reaction Sleepiness Headache Dizziness Nervousness Restlessness Insomnia difficulty in sleeping
991,Sinarest-AF Paediatric Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
992,Solvin Decongestant Syrup Sugar Free,Common cold,Nausea Vomiting Diarrhea Dizziness Headache Sweating Itching Upper abdominal pain Rash Urticaria Changes in serum aminotransferase levels
993,Sefcold Tablet,Common cold,Nausea Vomiting Insomnia difficulty in sleeping Dizziness Impaired coordination Headache Sedation Inability to concentrate Irritability Tremors Diarrhea Dryness in mouth Fatigue Blurred vision
994,T-Minic Syrup Orange,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
995,T-Minic Oral Drops Orange,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
996,Wikoryl DS Syrup Orange,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Tachycardia Palpitations Dizziness Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
997,Wikoryl AF Syrup,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
998,Welminic Syrup Gluten Free,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
999,Wikoryl 325 Tablet DT,Common cold,Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
1000,Wikoryl AF Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
1001,Wikoryl Oral Suspension American Ice Cream,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
1002,Welminic Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
1003,Welminic-P Syrup,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
1004,Wincold Z Tablet,Common cold,Nausea Vomiting Headache Fatigue Dizziness Dryness in mouth Sleepiness Allergic reaction
1005,Welset Cold Tablet,Common cold,Nausea Vomiting Headache Fatigue Dizziness Dryness in mouth Sleepiness Allergic reaction
1006,Zedex-P Syrup,Common cold,Nausea Headache Tachycardia Palpitations Dizziness Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Insomnia difficulty in sleeping Hallucination Convulsion
1007,Zincold Tablet,Common cold,Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
1008,Zukamin Cold Suspension,Common cold,Diarrhea Rash Nausea Headache Insomnia difficulty in sleeping Dizziness Tachycardia Palpitations Fear Anxiety Restlessness Tremors Weakness Discomfort when urinating Hallucination Convulsion
1009,Zukamin Cold Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
1010,Zincold PD Oral Drops,Common cold,Vomiting Headache Restlessness Anxiety Dizziness Tremors Pale skin High blood pressure Seizure Cerebral hemorrhage Palpitations Paresthesia tingling or pricking sensation Abdominal pain Allergic reaction Decreased appetite Blurred vision Dry nose Dry throat Excitement Rash
1011,Adaferin Gel,Acne,Erythema skin redness Dry skin Skin peeling Skin burn Itching
1012,Aziderm 20% Cream,Acne,Application site reactions burning irritation itching and redness
1013,A-Ret 0.1% Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1014,A-Ret 0.05% Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1015,Aziderm 10% Cream,Acne,Application site reactions burning irritation itching and redness
1016,Aziderm 10% Gel,Acne,Application site reactions burning irritation itching and redness
1017,A-Ret 0.025% Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1018,Acutret 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1019,Adalene Nanogel Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1020,Acnesol A Nano Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1021,Adaple-C Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1022,Acutret 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1023,Alight Plus Gel 15gm for Acne Treatment,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1024,Aclind BP 2.5% Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1025,Acnedap Gel,Acne,Oily skin Skin peeling Dry skin Erythema skin redness
1026,Aziderm 20% Gel,Acne,Application site reactions burning irritation itching and redness
1027,Acnovate Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1028,AB-Next Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1029,Aziderm 15% Gel,Acne,Application site reactions burning irritation itching and redness
1030,Acnetor AD Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1031,Acnelak-CLZ Cream,Acne,Skin peeling Erythema skin redness Dry skin Burning sensation at the site of application
1032,Acnicin Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1033,Apgel,Acne,Erythema skin redness Dry skin Skin peeling Skin burn Itching
1034,Adiff Gel,Acne,Erythema skin redness Dry skin Skin peeling Skin burn Itching
1035,Acnesol-NC Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1036,Acnetoin Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1037,Acnedap Plus Gel,Acne,Skin irritation Itching Burning sensation at the site of application Erythema skin redness Dryness
1038,Anaero Gel,Acne,Dry skin Application site reactions burning irritation itching and redness
1039,Acutret 5 Capsule,Acne,Dry skin Increased liver enzymes Rash
1040,Azifast Gel,Acne,Application site reactions burning irritation itching and redness
1041,Acnewar Plus Gel,Acne,Skin irritation Itching Burning sensation at the site of application Erythema skin redness Dryness
1042,Acnewar Gel,Acne,Oily skin Skin peeling Dry skin Erythema skin redness
1043,Acutret 30 Capsule,Acne,Dry skin Increased liver enzymes Rash
1044,Acnex 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1045,Azobril Cream,Acne,Application site reactions burning irritation itching and redness
1046,Aditop C Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1047,Aclind BP 5% Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1048,Azobril Forte 20% Cream,Acne,Application site reactions burning irritation itching and redness
1049,Adapero Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1050,Acnay Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1051,A-CN Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1052,A Doxid 100mg Capsule,Acne,Vomiting Nausea Photosensitivity Rash Anaphylactic reaction Headache Fast heart rate Hypotension low blood pressure
1053,Adlene 0.1% Gel,Acne,Erythema skin redness Dry skin Skin peeling Skin burn Itching
1054,Adapure Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1055,Acnovate-Trio Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1056,A-Ret 0.5% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1057,Acnilite Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1058,Actame 20mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1059,Accare Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1060,Adclin Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1061,Acrobenz A Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1062,Acnetreat 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1063,Atret 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1064,Benzonix Gel Wash,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1065,Benxop Face Wash,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1066,Bengel AC 2.5% Gel,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1067,Bdiff A Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1068,Belclin A Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1069,Benad Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1070,Dersol 12% Ointment,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1071,Dersol 12% Ointment,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1072,Decomedo Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1073,Dersol 24% Ointment,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1074,Dersol 18% Ointment,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1075,Deriva I 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1076,Djiso 20mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1077,Djiso 10mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1078,Duoclin-B Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1079,Epiduo 0.1%/2.5% Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1080,Ezanic 20% Cream,Acne,Application site reactions burning irritation itching and redness
1081,Erytop-N Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1082,Ezanic 20% Gel,Acne,Application site reactions burning irritation itching and redness
1083,Ezanic 10% Cream,Acne,Application site reactions burning irritation itching and redness
1084,Eudyna Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1085,Excex Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1086,Excex Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1087,Ezanic 10% Gel,Acne,Application site reactions burning irritation itching and redness
1088,Faceclin AT Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1089,Femcinol-ADP Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1090,Femcinol-A Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1091,Finetret Soft Gelatin Capsule,Acne,Dry skin Increased liver enzymes Rash
1092,Glocin Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1093,Glotret 20 Tablet,Acne,Dry skin Increased liver enzymes Rash
1094,Glotret 10 Tablet,Acne,Dry skin Increased liver enzymes Rash
1095,Glotret 5mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1096,Glotret 30mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1097,Isoin 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1098,Isotroin 5 Capsule,Acne,Dry skin Increased liver enzymes Rash
1099,Isotane 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1100,Isoin 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1101,Isotroin 30 Capsule,Acne,Dry skin Increased liver enzymes Rash
1102,Isotane 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1103,Iso Aret 20mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1104,Isofeel 0.025 Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1105,I-Sure Capsule,Acne,Dry skin Increased liver enzymes Rash
1106,Isonise 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1107,I Lax 20mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1108,Isokon 20mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1109,Ibitret 10mg Soft Gelatin Capsule,Acne,Dry skin Increased liver enzymes Rash
1110,Isokon 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1111,Isoperio 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1112,Isofeel 0.1 Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1113,Isopil 5 Tablet,Acne,Dry skin Increased liver enzymes Rash
1114,Klinface-A Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1115,Lynx Active Gel,Acne,Application site reactions burning irritation itching and redness
1116,Lacne Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1117,Lacne 20 Softgel Capsule,Acne,Dry skin Increased liver enzymes Rash
1118,Lacne 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1119,Lustre C Cream,Acne,Dryness Erythema skin redness Scaling Burning sensation Skin exfoliation Nasopharyngitis inflammation of the throat and nasal passages Cough Sinus inflammation
1120,Metrogyl Gel,Acne,Headache Dryness in mouth Nausea Metallic taste
1121,Minicycline Capsule,Acne,Vomiting Nausea Photosensitivity Rash Anaphylactic reaction Headache Fast heart rate Hypotension low blood pressure
1122,Minoz 100 Tablet,Acne,Headache Dizziness Itching Fatigue
1123,Minoz OD 100 Capsule MR,Acne,Headache Dizziness Itching Fatigue
1124,Minoz ER 65 Tablet,Acne,Headache Dizziness Itching Fatigue
1125,Minoz-BPO Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1126,Minoz 50 Tablet,Acne,Headache Dizziness Itching Fatigue
1127,Myface Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1128,Minoz ER 45 Tablet,Acne,Headache Dizziness Itching Fatigue
1129,Minolox 100 Tablet,Acne,Headache Dizziness Itching Fatigue
1130,Minym ER 65 Tablet,Acne,Headache Dizziness Itching Fatigue
1131,Minolox 50 Tablet,Acne,Headache Dizziness Itching Fatigue
1132,Minotas 65mg Tablet ER,Acne,Headache Dizziness Itching Fatigue
1133,Minonil ER 65 Tablet,Acne,Headache Dizziness Itching Fatigue
1134,Minotas 45mg Tablet ER,Acne,Headache Dizziness Itching Fatigue
1135,Minym 45mg Tablet ER,Acne,Headache Dizziness Itching Fatigue
1136,Minoz S Face Wash pH 5.5,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1137,Nioclean Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1138,Nilac Gel,Acne,Skin peeling Dry skin Erythema skin redness Burning sensation at the site of application
1139,Nioclean AD Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1140,Nioret Nano Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1141,Nilac A Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1142,Nax B Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1143,Nudoxy Capsule,Acne,Vomiting Nausea Photosensitivity Rash Anaphylactic reaction Headache Fast heart rate Hypotension low blood pressure
1144,Nayzit Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1145,Nface-AC Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1146,Nuplene-C Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1147,Oxidoben Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1148,Oraface-Bpo Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1149,Persol  AC 2.5 Gel,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1150,Peroclin 2.5% Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1151,Picspot Gel,Acne,Application site reactions burning irritation itching and redness
1152,Perobar 5% Cleansing Bar,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1153,Pernex AC 2.5% Gel,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1154,Paknet Creamy Wash,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1155,Peroduo Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1156,Peroclin 5% Gel,Acne,Erythema skin redness Skin peeling Dryness Burning sensation Itching Stinging sensation
1157,Persol Plus Gel,Acne,Erythema skin redness Burning sensation Scaling Stinging sensation
1158,Paknet-C Gel,Acne,Skin peeling Erythema skin redness Dry skin Burning sensation at the site of application
1159,Pinoin 0.025% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1160,Prisben AC 2.5% Gel,Acne,Dry skin Erythema skin redness Burning sensation Itching Skin peeling Stinging sensation
1161,Pinoin 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1162,Pinoin Ointment,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1163,Retino-A 0.025% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1164,Retino-A 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1165,Retino AC Gel,Acne,Dryness Erythema skin redness Scaling Burning sensation Skin exfoliation Nasopharyngitis inflammation of the throat and nasal passages Cough Sinus inflammation
1166,Retino A Micro 0.04% Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1167,Resoten 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1168,Resoten 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1169,Retino A Micro 0.1% Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1170,Sebonac Gel,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1171,Sotret 20mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1172,Sotret NF 16mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1173,Sotret 10mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1174,Supatret 0.04 Aqueous Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1175,Supatret C Aqueous Gel,Acne,Dryness Erythema skin redness Scaling Burning sensation Skin exfoliation Nasopharyngitis inflammation of the throat and nasal passages Cough Sinus inflammation
1176,Saferet 10 Tablet,Acne,Dry skin Increased liver enzymes Rash
1177,Sebumclear N Gel,Acne,Skin peeling Erythema skin redness Dry skin Burning sensation at the site of application
1178,Sotret 30mg Capsule,Acne,Dry skin Increased liver enzymes Rash
1179,Saferet 20 Tablet,Acne,Dry skin Increased liver enzymes Rash
1180,SLC Face Wash,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1181,Salicure Ointment,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1182,Seraclin-AD Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1183,Saliderm CL Face Wash,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1184,Saliderm CL Face Wash,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1185,Systroin 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1186,Seboret-Plus Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1187,Tretin 0.025% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1188,Tretin 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1189,Tretiva 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1190,Tretiva 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1191,Tazret Gel,Psoriasis Acne,Dry skin Erythema skin redness Itching Skin burn Skin irritation Skin peeling
1192,Trunex MS Aqueous Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1193,Tronin 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1194,Tretin-Iso 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1195,Tazret Forte Cream,Psoriasis Acne,Dry skin Erythema skin redness Itching Skin burn Skin irritation Skin peeling
1196,Tronin MS Gel,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1197,Tretin-Iso 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1198,Tretiva 5 Capsule,Acne,Dry skin Increased liver enzymes Rash
1199,Tretiva 30 Capsule,Acne,Dry skin Increased liver enzymes Rash
1200,Tretwin Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1201,Tufacne 20 Capsule,Acne,Dry skin Increased liver enzymes Rash
1202,Tretiva 25 Capsule,Acne,Dry skin Increased liver enzymes Rash
1203,Tufacne 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1204,Tretiva 40 Capsule,Acne,Dry skin Increased liver enzymes Rash
1205,Trebor 0.025% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1206,Trebor Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1207,Tronin 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1208,Tinytret 20mg Tablet,Acne,Dry skin Increased liver enzymes Rash
1209,Tretinec A 0.025% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1210,Topmycin Gel,Acne,Application site reactions burning irritation itching and redness
1211,Tretinec A 0.05% Cream,Acne Acute promyelocytic leukaemia,Erythema skin redness Skin irritation Dry skin Dry lips Pale red skin Increased sensitivity to light
1212,Wegamycin A Gel,Acne,Skin peeling Erythema skin redness Itching Dry skin Burning sensation at the site of application
1213,Zitblow 20mg Soft Gelatin Capsule,Acne,Dry skin Increased liver enzymes Rash
1214,Zitblow 10mg Soft Gelatin Capsule,Acne,Dry skin Increased liver enzymes Rash
1215,Zitcare Foam Wash,Acne,Itching Stinging sensation Skin peeling Erythema skin redness
1216,Zit 10 Capsule,Acne,Dry skin Increased liver enzymes Rash
1217,Zipac 20mg Soft Gelatin Capsule,Acne,Dry skin Increased liver enzymes Rash
1218,Asthalin Syrup,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Nervousness
1219,Asthalin 100mcg Inhaler,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Respiratory tract inflammation Respiratory tract infection Cough
1220,AB Phylline Capsule,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1221,AB Phylline SR 200 Tablet,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1222,Aerocort Inhaler,Asthma,Hoarseness of voice Headache Dizziness Pharyngitis Vomiting Bronchitis inflammation of the airways Dryness in mouth Cough Application site irritation Nausea Gastrointestinal motility disorder Thrush Throat irritation
1223,Asthalin Respules,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Respiratory tract inflammation Respiratory tract infection Cough
1224,AB-Flo Capsule,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1225,Asthalin 4 Tablet,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Nervousness
1226,AB-Flo SR Tablet,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
1227,Asthalin Respirator Solution,Chronic obstructive pulmonary disease (COPD)Treatment and prevention of Asthma,Tremors Headache Palpitations Increased heart rate Muscle cramp Respiratory tract inflammation Respiratory tract infection Cough
1228,AB Phylline Syrup,Asthma,Vomiting Abdominal pain Drowsiness Heartburn Increased white blood cell count Loss of appetite Rash Itching Constipation Diarrhea Abdominal discomfort Abdominal distension Esophageal bleeding Red spots or bumps Breathing problems High white blood cell count Nasal inflammation
